tbl1,attr1,tbl2,attr2,r_val,p_val,samples,flag
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_315_202209_Water and Sanitation Services,"Safely managed drinking water sources, total (Proportion of population with access)",0.7971393451376496,4.2039077549799856e-61,272,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_315_202209_Water and Sanitation Services,"Safely managed drinking water sources, urban (Proportion of population with access)",0.7060740047390345,1.915555132669696e-30,193,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_315_202209_Water and Sanitation Services,"Safely managed sanitation facilities, rural (Proportion of population with access)",0.6418097787717717,1.0657895286141746e-21,175,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_315_202209_Water and Sanitation Services,"Safely managed sanitation facilities, total (Proportion of population with access)",0.6344550020949562,1.0179087003024408e-32,278,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_315_202209_Water and Sanitation Services,"Safely managed sanitation facilities, urban (Proportion of population with access)",0.5646532318676549,6.152537577694602e-21,232,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_309_202209_Education,Gross enrollment ratio - Secondary (female),0.7481132153731745,3.854519689225338e-79,435,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_309_202209_Education,Gross enrollment ratio - Secondary (male),0.7142392782001313,4.2624956881888325e-69,435,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_309_202209_Education,Gross enrollment ratio - Upper secondary level (female),0.7289766225517329,4.095096397325602e-73,434,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_309_202209_Education,Gross enrollment ratio - Upper secondary level (male),0.6707694033888469,4.854744907668486e-58,434,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_176_202209_Tourist-Visitors Arrival and Expenditure,Tourism expenditure (millions of US dollars),0.2518158019275856,0.0005077484246877,187,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_328_202209_Intentional homicides and other crimes,"Assault rate per 100,000 population",0.2900764162266301,9.435247812820976e-07,276,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_328_202209_Intentional homicides and other crimes,"Robbery at the national level, rate per 100,000 population",0.2577572907015924,1.0864789500749027e-05,284,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_328_202209_Intentional homicides and other crimes,"Theft at the national level, rate per 100,000 population",0.4754909373567971,2.1511932903971057e-12,195,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_328_202209_Intentional homicides and other crimes,"Total Sexual Violence at the national level, rate per 100,000",0.4668797797094018,1.4724963525479455e-14,243,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_145_202209_Land,Arable land (thousand hectares),-0.3713706679668645,9.068087029330088e-07,165,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_145_202209_Land,Forest cover (thousand hectares),-0.2398125366451335,0.0050871882054754,135,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_145_202209_Land,Permanent crops (thousand hectares),-0.2639665028885197,2.444752934502637e-06,310,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_314_202209_Internet Usage,Percentage of individuals using the internet,0.6873992734506698,1.144230393358886e-85,604,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_130_202209_Exchange Rates,Exchange rates: end of period (national currency per US dollar),-0.4416916369203646,1.3087982820171459e-31,633,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_130_202209_Exchange Rates,Exchange rates: period average (national currency per US dollar),-0.4390722367956186,8.57455050419544e-31,624,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_323_202209_Teaching Staff in education,Teachers with minimum required qualifications at primary level,0.2070495950334192,0.0021715768621151,217,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_245_202209_Public expenditure on education,All staff compensation as % of total expenditure in public institutions (%),0.2708921228595942,0.0001004163290515,201,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_245_202209_Public expenditure on education,Basic access to computers by level of education: Lower secondary,0.5238860068096873,1.4717695547104845e-05,61,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_245_202209_Public expenditure on education,Basic access to computers by level of education: Primary,0.6687046576587994,2.1049915390883812e-09,63,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_245_202209_Public expenditure on education,Basic access to computers by level of education: Upper secondary,0.4326456854442131,0.00077619798463,57,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_245_202209_Public expenditure on education,Capital expenditure as % of total expenditure in public institutions (%),-0.3054832967074595,6.865370634137925e-06,209,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_245_202209_Public expenditure on education,Public expenditure on education (% of GDP),0.3336481638417664,2.7929950917620257e-11,378,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB61_253_Population Growth Rates in Urban areas and Capital cities,Capital city population (as a percentage of total population),0.3893508857544496,3.391411582043212e-17,435,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB61_253_Population Growth Rates in Urban areas and Capital cities,Rural population (percent growth rate per annum),-0.4043434011630344,2.4632776132862052e-26,634,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB61_253_Population Growth Rates in Urban areas and Capital cities,Urban population (percent growth rate per annum),-0.4439403919374519,5.33644271762408e-32,634,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB61_253_Population Growth Rates in Urban areas and Capital cities,Urban population (percent),0.7531357190900505,4.858859572021157e-117,634,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_319_202209_Ratio of girls to boys in education,Ratio of girls to boys in primary education,0.3950076041606237,1.7410950690397285e-19,483,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_319_202209_Ratio of girls to boys in education,Ratio of girls to boys in secondary education,0.5325079401367803,1.0252323529485887e-32,428,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_319_202209_Ratio of girls to boys in education,Ratio of girls to boys in upper secondary education,0.5715325095837168,2.1361994853708567e-38,427,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_310_202209_Carbon Dioxide Emission Estimates,Emissions per capita (metric tons of carbon dioxide),0.5593891996421045,2.8062736677290137e-36,424,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,"SYB65_1_202209_Population, Surface Area and Density",Population aged 0 to 14 years old (percentage),-0.6826158640182909,7.258085934324964e-60,427,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,"SYB65_1_202209_Population, Surface Area and Density",Population aged 60+ years old (percentage),0.5274265502025897,6.012141030878848e-32,427,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,"SYB65_1_202209_Population, Surface Area and Density",Surface area (thousand km2),-0.3366079720016455,1.4361746943726186e-05,159,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_154_202209_Health Personnel,Health personnel: Dentists (per 1000 population),0.6055617581010864,1.0418563525394423e-28,273,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),-0.4408052042413702,0.0454889174497055,21,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives personnel (per 1000 population),0.5849406663728287,2.541985197728251e-32,337,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_154_202209_Health Personnel,Health personnel: Pharmacists (number),0.2163691800801539,0.0405309204119236,90,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_154_202209_Health Personnel,Health personnel: Pharmacists (per 1000 population),0.6357388919678871,1.2820298026337704e-30,258,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_154_202209_Health Personnel,Health personnel: Physicians (per 1000 population),0.5920173744801666,4.031118548063515e-32,325,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Bilateral  (millions of US dollars),-0.3032267795763965,7.799084336285495e-09,348,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Multilateral (millions of US dollars),-0.4311172693557327,2.614169122580384e-19,395,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Total (as % GNI),-0.3187498033102666,6.052281268224563e-11,402,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Total (millions of US dollars),-0.3616117831330442,3.647311726669923e-11,315,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_329_202209_Labour Force and Unemployment,Labour force participation - Female,-0.2204684181901041,1.215069528983454e-08,654,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_329_202209_Labour Force and Unemployment,Labour force participation - Male,-0.2757108674824715,7.128608277234728e-13,654,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_329_202209_Labour Force and Unemployment,Labour force participation - Total,-0.2495021619567522,9.418887526195215e-11,655,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_125_202209_Balance of Payments,Balance of Payments: Capital account (millions of US dollars),-0.2634370545602888,5.54006293557951e-07,351,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_327_202209_International Migrants and Refugees,International migrant stock: Both sexes (% total population),0.5033851130408654,1.767640506434273e-42,641,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_327_202209_International Migrants and Refugees,International migrant stock: Female (% total Population),0.5049862420832427,3.3421024913007884e-42,632,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_327_202209_International Migrants and Refugees,International migrant stock: Male (% total Population),0.4847664828785321,1.4722057439407712e-38,632,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_153_202209_Gross Value Added by Economic Activity,"Agriculture, hunting, forestry and fishing (% of gross value added)",-0.7001530643886247,4.269364222199398e-83,556,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_153_202209_Gross Value Added by Economic Activity,Services (% of gross value added),0.5895574371066332,8.256972035321888e-54,561,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_325_202209_Expenditure on health,Current health expenditure (% of GDP),0.2857606248540736,4.6481442510002726e-08,353,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_325_202209_Expenditure on health,Domestic general government health expenditure (% of total government expenditure),0.5202147995354611,7.204117716374184e-26,353,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,SYB65_264_202209_Patents,Resident patent filings (per million population),0.4181531301986048,3.6869572766954754e-07,137,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators","Infant mortality for both sexes (per 1,000 live births)",-0.7198732689724676,4.500893139295497e-69,425,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for both sexes (years),0.7186896397592146,9.50745549459242e-69,425,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for females (years),0.7210361345400678,2.1507605847688518e-69,425,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for males (years),0.7082785308357843,5.811338714098029e-66,425,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators","Maternal mortality ratio (deaths per 100,000 population)",-0.6344347457737207,3.255822245999907e-46,398,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Population annual rate of increase (percent),-0.3077478115467298,8.949079386898232e-11,425,region_and_year
SYB65_200_202209_Employment,Employment by industry: Services (%) Female,"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Total fertility rate (children per women),-0.6736470454931497,1.6169089545756445e-57,425,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives personnel (per 1000 population),-0.3580193677920187,0.0001529777548243,107,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),SYB65_154_202209_Health Personnel,Health personnel: Pharmacists (number),0.473204302563958,6.867177245681004e-05,65,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),0.6197732638293987,2.541759458800378e-10,85,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Multilateral (millions of US dollars),0.4058765904225465,0.0051324172378523,46,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Total (millions of US dollars),0.4518286733839411,0.0018352349922566,45,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),SYB65_123_202209_Total Imports Exports and Balance of Trade,Exports FOB (millions of US dollars),0.435589384058255,0.0062676213432698,38,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),SYB65_123_202209_Total Imports Exports and Balance of Trade,Imports CIF (millions of US dollars),0.4810403087641938,0.0039771209347636,34,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),SYB65_125_202209_Balance of Payments,Balance of Payments: Current account (millions of US dollars),-0.4039318049201302,0.0452288344581563,25,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),SYB65_327_202209_International Migrants and Refugees,International migrant stock: Both sexes (% total population),-0.3874316533318229,0.0235846536146112,34,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),SYB65_153_202209_Gross Value Added by Economic Activity,"Agriculture, hunting, forestry and fishing (% of gross value added)",0.4129037156693514,0.0031930947410278,49,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),SYB65_153_202209_Gross Value Added by Economic Activity,Services (% of gross value added),-0.3697564455840711,0.0089261736373688,49,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators","Infant mortality for both sexes (per 1,000 live births)",0.5419707910155662,0.0034992694995404,27,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators","Maternal mortality ratio (deaths per 100,000 population)",0.5286654960196616,0.0199586366614104,19,region_and_year
SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Population annual rate of increase (percent),0.5598003292136327,0.0023951225786281,27,region_and_year
"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for females (years),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for males (years),0.9732823395894404,0.0,1002,region_and_year
"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for females (years),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators","Maternal mortality ratio (deaths per 100,000 population)",-0.8625838993475684,1.0548870031188349e-187,629,region_and_year
"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for females (years),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Population annual rate of increase (percent),-0.3964974841547552,4.580564196596856e-39,1002,region_and_year
"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Life expectancy at birth for females (years),"SYB65_246_202209_Population Growth, Fertility and Mortality Indicators",Total fertility rate (children per women),-0.8380489809593367,2.232345027191213e-265,1002,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_200_202209_Employment,Employment by industry: Industry (%) Male,0.2596966486263452,1.837632815983793e-07,392,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_200_202209_Employment,Employment by industry: Industry (%) Male and Female,0.2165974002245642,1.2094690669846896e-05,401,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_230_202209_GDP and GDP Per Capita,GDP in constant 2010 prices (millions of US dollars),0.3721505526747234,1.2037701275193804e-05,131,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_230_202209_GDP and GDP Per Capita,GDP in current prices (millions of US dollars),0.3720966697440292,8.175217448494797e-06,136,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_315_202209_Water and Sanitation Services,"Safely managed drinking water sources, rural (Proportion of population with access)",0.3570099632319465,0.0003831502999263,95,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_315_202209_Water and Sanitation Services,"Safely managed drinking water sources, urban (Proportion of population with access)",0.2976880504235609,0.0009597365430281,120,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_315_202209_Water and Sanitation Services,"Safely managed sanitation facilities, total (Proportion of population with access)",0.2107230354874976,0.0089345055207255,153,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_315_202209_Water and Sanitation Services,"Safely managed sanitation facilities, urban (Proportion of population with access)",0.2583955364501906,0.0026732795410748,133,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_309_202209_Education,Gross enrollment ratio - Secondary (male),0.2127260350348914,4.611195028746192e-05,361,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_309_202209_Education,Gross enrollment ratio - Upper secondary level (female),0.2511596996507282,1.538752769113219e-06,357,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_309_202209_Education,Gross enrollment ratio - Upper secondary level (male),0.274139829490296,1.4194465624799924e-07,357,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_309_202209_Education,Students enrolled in primary education (thousands),0.4448302563984349,5.283055204878604e-17,321,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_309_202209_Education,Students enrolled in secondary education (thousands),0.5450039864136469,1.0801158035657734e-26,327,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_309_202209_Education,Students enrolled in upper secondary education (thousands),0.6226291830298959,8.905393498224637e-41,367,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_176_202209_Tourist-Visitors Arrival and Expenditure,Tourism expenditure (millions of US dollars),0.3583104072569046,1.3587169858215963e-14,434,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_176_202209_Tourist-Visitors Arrival and Expenditure,Tourist-visitor arrivals (thousands),0.337670007902366,5.912638094768397e-13,431,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_317_202209_Seats held by women in Parliament,"Seats held by women in national parliament, as of February (%)",0.2719652521328322,1.166920449233382e-14,778,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_328_202209_Intentional homicides and other crimes,"Percentage of male and female intentional homicide victims, Female",-0.2276253791161548,0.000367760089328,241,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_330_202209_Major Trading Partners,Major trading partner 1 (% of imports),-0.24460754481608,1.833159573584211e-05,300,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_145_202209_Land,Arable land (thousand hectares),0.3082945528746391,1.0315858064990465e-07,286,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_145_202209_Land,Forest cover (thousand hectares),0.2500245818981412,5.989909580183503e-05,252,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_145_202209_Land,Land area (thousand hectares),0.2097280245116246,0.0075810843274905,161,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_145_202209_Land,Permanent crops (thousand hectares),0.3218477918372117,5.3881891840387286e-11,396,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_285_202209_Research and Development Staff,R & D personnel: Other supporting staff - total (number in full-time equivalent),0.4913688003139194,5.786948216961585e-08,109,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_285_202209_Research and Development Staff,R & D personnel: Other supporting staff - women (number in full-time equivalent),0.5556603344107784,1.9635069104242366e-09,100,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_285_202209_Research and Development Staff,R & D personnel: Researchers - total (number in full-time equivalent),0.3254194979534855,0.0072073126626126,67,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_285_202209_Research and Development Staff,R & D personnel: Researchers - women (number in full-time equivalent),0.2097237452928429,0.0436280729452207,93,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_285_202209_Research and Development Staff,R & D personnel: Technicians - total (number in full-time equivalent),0.4593190347581671,3.100235871687035e-07,113,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_285_202209_Research and Development Staff,R & D personnel: Technicians - women (number in full-time equivalent),0.5229968455052347,2.7999320290587164e-08,99,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_285_202209_Research and Development Staff,R & D personnel: Total (number in full-time equivalent),0.4834161295858097,0.0050649829364829,32,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_323_202209_Teaching Staff in education,Teachers at primary level (thousands),0.6280393867287767,1.77141146500345e-46,411,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_323_202209_Teaching Staff in education,Teachers at secondary level (thousands),0.7066844312660115,5.207068696895585e-50,322,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_323_202209_Teaching Staff in education,Teachers at upper secondary level (thousands),0.7319318706375196,3.377166838473305e-41,238,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB61_253_Population Growth Rates in Urban areas and Capital cities,Capital city population (as a percentage of total urban population),-0.3623707000384282,9.74225505877287e-10,268,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB61_253_Population Growth Rates in Urban areas and Capital cities,Capital city population (thousands),0.2595091865384179,0.0001426266164161,210,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),"SYB65_1_202209_Population, Surface Area and Density",Population mid-year estimates (millions),0.6012391609093217,3.15103066973058e-33,324,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),"SYB65_1_202209_Population, Surface Area and Density",Population mid-year estimates for females (millions),0.6030423845533872,1.81536659952546e-33,324,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),"SYB65_1_202209_Population, Surface Area and Density",Population mid-year estimates for males (millions),0.599228038215399,5.804515546012007e-33,324,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),"SYB65_1_202209_Population, Surface Area and Density",Surface area (thousand km2),0.3475609349864692,1.2282385202131868e-05,151,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_154_202209_Health Personnel,Health personnel: Dentists (number),0.5048520441282334,1.9071644779752587e-12,171,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_154_202209_Health Personnel,Health personnel: Dentists (per 1000 population),0.3287365286963023,1.872442380358087e-08,279,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_154_202209_Health Personnel,Health personnel: Nurses and midwives (number),0.3143025305984839,0.0232552353264874,52,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_154_202209_Health Personnel,Health personnel: Pharmacists (number),0.4473664673486581,2.3826776973934934e-08,142,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_154_202209_Health Personnel,Health personnel: Pharmacists (per 1000 population),0.3212929775826626,8.024400546557804e-07,226,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_154_202209_Health Personnel,Health personnel: Physicians (number),0.6221460733912839,2.305532452691293e-12,103,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_154_202209_Health Personnel,Health personnel: Physicians (per 1000 population),0.408950565030258,2.261561802349375e-14,321,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Bilateral  (millions of US dollars),0.3080076932269412,4.21072294440964e-16,666,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Multilateral (millions of US dollars),0.394966001076923,3.202558821275833e-28,718,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Total (as % GNI),-0.2990170124240917,8.659408303234191e-15,645,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_226_202209_Net Disbursements from Official ODA to Recipients,Net official development assistance received: Total (millions of US dollars),0.3236024839444081,9.995586573274152e-17,626,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_123_202209_Total Imports Exports and Balance of Trade,Exports FOB (millions of US dollars),0.5295168709213238,3.42393033238214e-27,357,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_123_202209_Total Imports Exports and Balance of Trade,Imports CIF (millions of US dollars),0.3612143161590805,6.219463449751406e-09,244,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_327_202209_International Migrants and Refugees,"Asylum seekers, including pending cases (number)",0.2023274050171829,0.0017835993454213,236,region_and_year
"SYB65_263_202209_Production, Trade and Supply of Energy",Total supply (petajoules),SYB65_327_202209_International Migrants and Refugees,International migrant stock: Both sexes (number),0.8395187493828686,0.0012272359232324,11,region_and_year
